,Наименование,Тип жилья,Общая площадь,Жилая площадь,Площадь кухни,Высота потолков,Санузел,Ремонт,Год постройки,Мусоропровод,Тип дома,Тип перекрытий,Подъезды,Отопление,Аварийность,Этаж,Адрес,Цена,Балкон/лоджия,Вид из окон,Количество лифтов,Парковка,Газоснабжение,Строительная серия
1226,2-комн. квартира,Вторичка,"46,6","28,8","7,5",,1 раздельный,Косметический,1985,Да,Кирпичный,Железобетонные,3,Центральное,Нет,1 из 9,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Сортировочный, Архангельская ул., 20На карте",4 500 000 ₽,1 лоджия,Во двор,1 пассажирский,,Центральное,
1227,1-комн. квартира,Вторичка,"29,3",18,6,,1 совмещенный,Косметический,1961,,,Нет информации,4,Центральное,Нет,5 из 5,"Нижегородская область, Нижний Новгород, р-н Ленинский, мкр. Двигатель Революции, просп. Ленина, 64АНа карте",4 500 000 ₽,,,,,Центральное,
1228,2-комн. квартира,Вторичка,"43,8",32,6,,1 совмещенный,Косметический,1961,,Кирпичный,Железобетонные,4,Центральное,Нет,5 из 5,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Соцгород, ул. Ватутина, 1На картеПарк культуры9 мин.Кировская24 мин.",4 500 000 ₽,1 балкон,Во двор,,,Центральное,1-447
1229,2-комн. квартира,Вторичка,"45,1",32,6,,1 совмещенный,Без ремонта,1966,,Панельный,Железобетонные,7,Центральное,Нет,3 из 5,"Нижегородская область, Нижний Новгород, р-н Сормовский, мкр. Вождей Революции, ул. Никиты Рыбакова, 11На карте",4 500 000 ₽,1 балкон,Во двор,,,Центральное,1-467
1230,Студия,Вторичка,28,"16,9","6,1",,1 совмещенный,Косметический,2023,Да,Монолитный,Железобетонные,1,Автономная котельная,Нет,11 из 18,"Нижегородская область, Нижний Новгород, р-н Сормовский, мкр. Кооперативный поселок, ул. Коперника, 2На карте",4 500 000 ₽,1 балкон,,1 пассажирский,,Центральное,
1231,1-комн. квартира,Вторичка,"33,3","18,7","6,3",,1 совмещенный,,1962,Да,Кирпичный,Железобетонные,4,Центральное,Нет,3 из 5,"Нижегородская область, Нижний Новгород, р-н Приокский, мкр. Суриковский, просп. Гагарина, 92На карте",4 500 000 ₽,1 балкон,,,,Центральное,
1232,1-комн. квартира,Вторичка,"41,1","24,1",12,,1 совмещенный,Без ремонта,2023,,Кирпичный,,,,,2 из 3,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Лапшиха, Агрономическая ул., 39На карте",4 500 000 ₽,1 лоджия,,,,,
1233,1-комн. квартира,Вторичка,"29,5","17,5","5,4",,1 совмещенный,Косметический,1972,Да,Кирпичный,Железобетонные,4,Центральное,Нет,1 из 5,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Кузнечиха, бул. 60-летия Октября, 4На карте",4 500 000 ₽,1 балкон,,,,Центральное,
1234,3-комн. квартира,Вторичка,43,"30,2","5,3",,1 совмещенный,Косметический,1963,,,Нет информации,3,Центральное,Нет,3 из 4,"Нижегородская область, Нижний Новгород, р-н Ленинский, мкр. Красная Этна, ул. Героя Самочкина, 11АНа карте",4 500 000 ₽,1 балкон,,,,Центральное,
1235,1-комн. квартира,Вторичка,"34,1","18,3","5,6",,1 совмещенный,Косметический,1964,Да,Монолитный,Железобетонные,4,Центральное,Нет,5 из 5,"Нижегородская область, Нижний Новгород, р-н Сормовский, мкр. Дарьино, Большевистская ул., 7На карте",4 500 000 ₽,1 балкон,,,,Центральное,
1236,1-комн. квартира,Вторичка,"41,1","26,6","9,5",,1 совмещенный,Без ремонта,2023,,Кирпичный,,,,,1 из 3,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Лапшиха, Агрономическая ул., 39На карте",4 520 000 ₽,"1 лоджия, 1 балкон",Во двор,,,,
